Username,Categories,Subscribers,Country,Visits,Likes,Continent,CPM,clusters
Priyal_Kukreja,Daily Vlogs,21500000,India,7700000.0,224600,Asia,0.24003563889849813,4
BaimPaula,"Music and Dance, Movies",21300000,Indonesia,352500.0,12600,Asia,0.03828844062685613,0
BraveWilderness,Unknown,21100000,United States,635400.0,14400,North America,0.04453526228876894,0
buzzfeedtasty,Food and Drink,21100000,United States,84300.0,3200,North America,0.0301189832190015,0
fatosdesconhecidos,Science and Technology,21100000,Brazil,92900.0,10200,South America,0.0313189832190015,0
lyricalemonade,"Music and Dance, Animation",21100000,United States,2800000.0,127300,North America,0.1110033686010613,3
MrVivekBindra,Education,21100000,India,56900.0,3100,Asia,0.029467488202390202,0
VijayTelevision,Unknown,21100000,India,99500.0,1500,Asia,0.03022961444823738,0
kurzgesagt,Education,21100000,United States,4900000.0,253500,North America,0.17786914933195833,4
romeo,Music and Dance,21100000,United States,3200000.0,53900,North America,0.10981997989674236,3
corbuzier,Unknown,21000000,Indonesia,2100000.0,44400,Asia,0.08258674620942633,3
NBA,Sports,20900000,United States,46400.0,1000,North America,0.02833391119320667,0
JasonDerulo,Music and Dance,20800000,United States,80500.0,3100,North America,0.029132238967684663,0
KiddiestvHindi,Education,20800000,Unknown,17700.0,66,Unknown,0.02723834527997702,0
avicii,"Music and Dance, Movies",20700000,United States,0.0,0,North America,0.026522593320235755,0
5MinuteCraftsDIY,Music and Dance,20700000,India,14600.0,110,Asia,0.02687784248967097,0
NinjaKidz,Video Games,20700000,United States,289800.0,6600,North America,0.03420498534681383,0
7clouds,Music and Dance,20700000,United States,92100.0,1200,North America,0.028835882356780605,0
LinkinPark,Music and Dance,20700000,United States,73700.0,7100,North America,0.029250832522893563,0
Mnet,Unknown,20700000,United States,34400.0,3500,North America,0.027822593320235754,0
BabyBusID,"Movies, Comedy",20600000,Unknown,285400.0,744,Unknown,0.0329713928555111,0
#NAME?,Education,20600000,Unknown,513400.0,3100,Unknown,0.038610289865477876,0
JoseComilaoTotoy,Animation,20600000,Unknown,199000.0,5000,Unknown,0.031570090529929706,0
jakepaul,Fitness,20500000,United States,172400.0,7500,North America,0.031013933254573814,0
somoynews360,Daily Vlogs,20500000,Bangladesh,7400.0,196,Asia,0.026133295380819665,0
SlivkiShow,Video Games,20500000,Russia,2500000.0,154200,Europe,0.1061013086698562,3
Miawaug,Video Games,20500000,Indonesia,748400.0,29300,Asia,0.04752356780606883,0
EmiwayBantai,Music and Dance,20500000,India,892800.0,95600,Asia,0.06035313591238112,0
PragatiVermaaShorts,Unknown,20500000,India,2800000.0,134300,Asia,0.11023519571304559,3
Cookieswirlc,Video Games,20500000,United States,147000.0,2000,North America,0.029637521294440923,0
gottalentglobal,Unknown,20400000,United States,222500.0,1200,North America,0.030984354052307636,0
triggeredinsaan,Comedy,20400000,India,11100000.0,1400000,Asia,0.4837780417599488,2
SonyAATH,"Travel, Shows",20400000,Bangladesh,89500.0,782,Asia,0.027831616510779394,0
IShowSpeed,"Video Games, Comedy",20300000,United States,2500000.0,101600,North America,0.09799763199289858,3
RobinHoodGamer1,"Animation, Video Games",20300000,Brazil,465800.0,17000,South America,0.038604940962998255,0
5MinuteCraftsPLAY,Movies,20300000,India,14300.0,106,Asia,0.025691512391569683,0
marvel,"Movies, Animation",20300000,United States,94400.0,5200,North America,0.028282017374958387,0
rkddigital,Unknown,20200000,India,694400.0,6300,Asia,0.042097953122858314,0
greengoldtv,Unknown,20100000,Unknown,42000.0,930,Unknown,0.025864021761123693,0
gordonramsay,"Food and Drink, Salud y autoayuda",20100000,United States,114900.0,2800,North America,0.027826513455475852,0
BuzzFeedVideo,Food and Drink,20100000,United States,15500.0,377,North America,0.02516874269135625,0
unboxtherapy,Design/Art,20100000,United States,178500.0,7300,North America,0.029948440365774855,0
gusttavolimaoficial,Music and Dance,20100000,Brazil,131000.0,6000,South America,0.028658074917269873,0
AuthenticGames,"Movies, Video Games",20100000,Brazil,20100.0,2200,South America,0.025536148006970866,0
bobbyprankster,Unknown,20100000,India,2900000.0,223500,Asia,0.12412485232590775,4
pencilmation,"Animation, Comedy",20100000,United States,179700.0,1500,North America,0.029147775913947613,0
PinkPanther,"Movies, Animation",20100000,Unknown,274200.0,1700,Unknown,0.031374021761123694,0
ASGamingsahil,Unknown,20100000,India,227400.0,22500,Asia,0.033257078239529,0
React,Comedy,20100000,United States,133300.0,5400,North America,0.028625849003648608,0
PTXofficial,Music and Dance,20100000,United States,0.0,0,North America,0.024754420432220037,0
VEVO,Music and Dance,20100000,United States,9500.0,519,North America,0.025049493521921033,0
goldminesgreatindiancomedy2048,Unknown,20000000,India,5800.0,39,Asia,0.024600180100385744,0
BGT,"Music and Dance, Movies",19900000,United Kingdom,40800.0,576,Europe,0.02519615239313618,0
sctv_,"Music and Dance, Movies",19900000,Indonesia,10900.0,225,Asia,0.024450660698784016,0
ClashOfClans,"Movies, Animation",19900000,United States,1600000.0,30100,North America,0.06567433179512953,0
HaerteTest,Unknown,19900000,India,18600.0,76,Asia,0.024608444751940163,0
Vsauce,Science and Technology,19900000,United States,4500000.0,449000,North America,0.192959049403103,4
TroomTroom_Es,Unknown,19800000,Mexico,76000.0,1300,North America,0.025823490134391582,0
etvteluguindia,Unknown,19800000,India,11300.0,220,Asia,0.024164553257315168,0
tabii.urdu,Unknown,19800000,Pakistan,17900.0,485,Asia,0.024355898772265332,0
fifa,Sports,19700000,United States,43200.0,2100,North America,0.02488028966966693,0
CraftyPanda,"Movies, Comedy",19700000,India,18000.0,136,Asia,0.024013671729467594,0
DLSNews,News and Politics,19700000,India,123000.0,3800,Asia,0.026978960766012444,0
WowKidzAction,Unknown,19600000,Unknown,21300.0,90,Unknown,0.02378914900560672,0
JakeFellman,Unknown,19500000,United States,471300.0,21600,North America,0.03703242694619768,0
Slick_Slime_Sam_Spanish,Unknown,19500000,Mexico,100500.0,2200,North America,0.02563774256081562,0
Sidemen,"Video Games, Comedy",19500000,United Kingdom,9200000.0,284800,Europe,0.2776254502020116,4
Mashaurso,Unknown,19500000,Unknown,202400.0,3000,Unknown,0.0281217957169618,0
heidizidane9861,Daily Vlogs,19400000,Unknown,12800.0,65,Unknown,0.022998512195758734,0
busyfunltd9692,Unknown,19300000,India,4800000.0,14500,Asia,0.1360961921297052,4
sonotek,"Music and Dance, Animation",19300000,India,9800.0,396,Asia,0.02268133498684803,0
ArabGamesNetwork,Unknown,19300000,Algeria,190600.0,12800,Africa,0.02865798614963873,0
officialajaysharma07,Unknown,19300000,India,517700.0,22000,Asia,0.03757924860811049,0
kbsworldtv,Unknown,19300000,Indonesia,3700.0,144,Asia,0.02250347452173175,0
degoboom,"Movies, Animation",19200000,Mexico,156100.0,5200,North America,0.026475250801193145,0
turmadamonica,Unknown,19100000,Unknown,115600.0,2000,Unknown,0.02478155199759805,0
CalvinHarris,Music and Dance,19100000,United States,71300.0,3500,North America,0.02396560515374423,0
howridiculous,Video Games,19100000,United States,3700000.0,68300,North America,0.11761112010391034,3
user-fc2ty4qw7q,Unknown,19100000,United States,9000.0,21,North America,0.022019767944441906,0
MrDegreeOfficial,Unknown,19100000,United States,4000000.0,124900,North America,0.13267357857567114,4
jaanvipatel,Unknown,19100000,India,19100000.0,0,Asia,0.4659935121304884,2
ThePoznavatel,"DIY and Life Hacks, Toys",19100000,Russia,2300000.0,33200,Europe,0.08003869485474091,0
shemaroobollywoodcomedy,Unknown,19100000,India,15200.0,132,Asia,0.022179811133810675,0
TEDEd,Science and Technology,19100000,United States,303100.0,12400,North America,0.030627731399591407,0
HiBestMan,Video Games,19100000,Russia,1300000.0,49300,Europe,0.059082880901252535,0
cardib,Music and Dance,19100000,United States,131800.0,11500,North America,0.02651543904078742,0
smilefamilyspanish1463,"Animation, Toys",19000000,Unknown,83800.0,107,Unknown,0.023476893061112603,0
LittleAngelEspanol,Animation,19000000,Unknown,123500.0,339,Unknown,0.024433291732208946,0
BayashiTV_,Unknown,19000000,United States,5500000.0,415900,North America,0.20883403259599634,4
deepesh_zo,Unknown,18900000,India,713500.0,44600,Asia,0.04418252648343113,0
grammygoldofficial,Music and Dance,18800000,Thailand,12900.0,309,Asia,0.021267522031995514,0
IanLucasOficial,"Movies, Comedy",18800000,Argentina,5600000.0,401700,South America,0.20854165160010182,4
alia,"Animation, Video Games",18800000,United States,336100.0,10200,North America,0.030196801101762955,0
ArianaGrandeVevo,"Music and Dance, Comedy",18700000,United States,0.0,0,North America,0.020628683693516697,0
MrMarmok,"Animation, Video Games",18600000,Russia,3600000.0,328100,Europe,0.15092634701616747,4
LikeNastya_Vlog,Daily Vlogs,18600000,Unknown,484100.0,1800,Unknown,0.03184927060420732,0
elcanaldePlimPlim,Music and Dance,18600000,Unknown,665100.0,0,Unknown,0.035801430072645864,0
MileyCyrus,Unknown,18600000,United States,449000.0,32100,North America,0.03536156296301131,0
andtvchannel,Unknown,18600000,India,2100.0,68,Asia,0.020392539707197357,0
Blippi,"Education, Toys",18600000,Unknown,722900.0,3800,Unknown,0.03768847326201463,0
rsiammusic,Music and Dance,18600000,Thailand,6200.0,137,Asia,0.020497745687263803,0
DanielSaboya,Music and Dance,18600000,Brazil,12600.0,544,South America,0.020704725753708984,0
PandaShorts,Unknown,18500000,India,1500000.0,120300,Asia,0.07210872794679164,0
news18India,News and Politics,18500000,India,5400.0,114,Asia,0.020181159840479343,0
NaisaAlifiaYurizaNAY,"Music and Dance, Movies",18400000,Indonesia,160900.0,7800,Asia,0.024600743428910832,0
thewillyrex,Unknown,18400000,Spain,55600.0,4800,Europe,0.02172333479103708,0
MSA.official,"Animation, Comedy",18400000,United States,4300000.0,96800,North America,0.13357316867808028,4
GoodMythicalMorning,Food and Drink,18400000,United States,447300.0,20200,North America,0.033032637116618475,0
SonyMusicSouthVEVO,Music and Dance,18400000,Unknown,1300.0,7,Unknown,0.019775829807648377,0
Squeezie,Unknown,18400000,France,722400.0,61700,Europe,0.04535888296379456,0
DannyFitt,Movies,18300000,Mexico,340000.0,14200,North America,0.029385449940930366,0
korayzeynep,Daily Vlogs,18200000,Turkey,198800.0,5800,Asia,0.02460703352936185,0
GENHALILINTAR,"Music and Dance, Comedy",18200000,Indonesia,89200.0,2800,Asia,0.0216296248914881,0
INCRIVEL_PT,Science and Technology,18200000,Unknown,8900.0,415,Unknown,0.019421468745308694,0
Apple,"Music and Dance, Animation",18200000,Unknown,3000000.0,18300,Unknown,0.09153693386158776,0
LuisFonsiVEVO,Music and Dance,18200000,Peru,2000000.0,33100,South America,0.07039540562238511,0
manualdomundo,Science and Technology,18200000,Brazil,311200.0,35500,South America,0.03146384416059109,0
KatieAngelTV_,Music and Dance,18200000,Mexico,0.0,0,North America,0.019155206286836934,0
LikeNastya_VNM,Movies,18200000,Unknown,410200.0,0,Unknown,0.028694741170557862,0
SebastianYatra,Music and Dance,18200000,Colombia,26300.0,2000,South America,0.020052548479527962,0
TaarakMehtaKaOoltahChashmah,Unknown,18200000,India,117000.0,1800,Asia,0.02213327937653793,0
Aphmau,"Animation, Video Games",18000000,United States,2000000.0,37800,North America,0.07047744323114177,0
TheGrefg,"Movies, Video Games",18000000,Spain,145900.0,10400,Europe,0.023444552865693268,0
RobleisIUTU,"Movies, Animation",18000000,Argentina,267500.0,18500,South America,0.027429602699580308,0
lescopaque,Unknown,18000000,Indonesia,67500.0,1600,Asia,0.02036415419459692,0
tanboykun,Music and Dance,18000000,Indonesia,1400000.0,25400,Asia,0.054752526287620173,0
BispoBrunoLeonardo,Music and Dance,18000000,Brazil,762100.0,276400,South America,0.07577478542383281,0
News24thinkfirst,News and Politics,18000000,India,4400.0,93,Asia,0.018681426619846092,0
ZuniandFamilyofficial,Daily Vlogs,18000000,Unknown,58300.0,177,Unknown,0.019946914991939114,0
YounesZarou,Unknown,18000000,India,212600.0,8300,Asia,0.02469571565639094,0
FunForKidsTVHindiRhymes,Unknown,18000000,Unknown,89900.0,323,Unknown,0.020702655855726487,0
demilovato,Music and Dance,18000000,United States,34300.0,5200,North America,0.020106346885626823,0
AMARINTVHD,News and Politics,18000000,Thailand,9000.0,137,Asia,0.018794689078317852,0
GameTheory,Movies,18000000,United States,2600000.0,120000,North America,0.09617378874609193,0
Jane_asmr,Daily Vlogs,17800000,Indonesia,131600.0,2600,Asia,0.021408318049200764,0
portadosfundos,"Movies, Animation",17800000,Brazil,390100.0,26200,South America,0.03079137452760608,0
zbingz,Unknown,17800000,Thailand,458300.0,11300,Asia,0.030248849610662557,0
mgcplayhouse,"Toys, Cars and Vehicles",17800000,Unknown,56300.0,96,Unknown,0.019299440972788805,0
pawansahu777,Unknown,17800000,India,1700000.0,129400,Asia,0.07599702236813764,0
thexoteam,Unknown,17800000,United States,797600.0,50400,North America,0.04372526157079544,0
thexoteam,Unknown,17900000,United States,772800.0,45000,North America,0.042671784294656324,0
mgcplayhouse,"Toys, Cars and Vehicles",17800000,Unknown,63600.0,75,Unknown,0.019466208414649265,0
lilpumpeskii,Music and Dance,17700000,United States,139500.0,5300,North America,0.021683057783811653,0
NarendraModi,News and Politics,17700000,India,39500.0,2700,Asia,0.018986047817034245,0
FactTechz,Unknown,17700000,India,321900.0,19900,Asia,0.02801063253464222,0
IGN,Unknown,17700000,United States,36300.0,817,North America,0.018642629212383084,0
salmannomanofficial,Unknown,17700000,India,729900.0,47600,Asia,0.04145614748480833,0
jasonvlogslife,"Animation, Toys",17600000,Unknown,368500.0,896,Unknown,0.026084800840681686,0
PrimeVideoIN,"Movies, Animation",17600000,India,18400.0,535,Asia,0.01789136894699398,0
JFlaMusic,Music and Dance,17600000,United States,59800.0,3100,North America,0.01922058821609697,0
musicalrmastv1,Music and Dance,17600000,Iraq,103600.0,4500,Asia,0.020439192867259762,0
mkbhd,Science and Technology,17600000,United States,1400000.0,81100,North America,0.06153088721941923,0
RepublicTVBharat,News and Politics,17600000,India,7100.0,0,Asia,0.01755214967789099,0
zappytoons,Education,17500000,Unknown,110400.0,625,Unknown,0.019749065492236095,0
ElReinoAJugar,"Education, Toys",17500000,Unknown,216600.0,570,Unknown,0.02221097579123942,0
HowToBasic,Food and Drink,17400000,United States,1800000.0,63500,North America,0.06772953612385696,0
stubbornfacts,News and Politics,17400000,India,20700.0,1000,Asia,0.017421894927843667,0
TheBrianMaps,"Video Games, Comedy",17400000,Russia,5100000.0,390700,Europe,0.19121657931322572,4
anitta,Music and Dance,17400000,Brazil,67700.0,5600,South America,0.019172061040800478,0
jordanmatter,"Music and Dance, Comedy",17400000,United States,7900000.0,98500,North America,0.21459000124013602,4
TRANSTVofficial,"Music and Dance, Movies",17300000,Indonesia,1000.0,17,Asia,0.016528631340195415,0
JohnyFamilyShow,"Music and Dance, Toys",17300000,Unknown,52500.0,129,Unknown,0.017742305758800068,0
popchartbusters,Music and Dance,17200000,India,14500.0,350,Asia,0.01659546077580299,0
Willyrex,"Movies, Animation",17200000,Mexico,133400.0,10000,North America,0.020739148483444183,0
Queen,"Music and Dance, Movies",17200000,United States,122500.0,8600,North America,0.02028566011135116,0
issei0806,Unknown,17200000,India,3700000.0,175000,Asia,0.1272547631013844,4
Filaretiki,Unknown,17200000,India,336500.0,10400,Asia,0.02551954715454053,0
AayuandPihuShow,"Movies, Comedy",17000000,India,2600000.0,44300,Asia,0.08241254821844671,0
SriBalajiMovies,Movies,17000000,India,9800.0,281,Asia,0.015886910344692542,0
PrajapatiNews,Unknown,17000000,India,13200.0,731,Asia,0.016030265826420118,0
LikeNastya_IDN,"Music and Dance, Movies",17000000,Unknown,241500.0,0,Unknown,0.021235139580572944,0
VICE,News and Politics,17000000,United States,45600.0,884,North America,0.016805611341370284,0
GatoGalactico,Animation,17000000,Brazil,71900.0,1500,South America,0.01750523924834703,0
LahariMusicIndia,Music and Dance,17000000,India,14000.0,523,Asia,0.016019156191868625,0
nomanofficial786,Unknown,17000000,India,2800000.0,245000,Asia,0.11573513958057294,4
BBCHindi,News and Politics,17000000,India,84900.0,0,Asia,0.01759327911545666,0
GuavaJuice,Unknown,17000000,United States,172400.0,10400,North America,0.02111387712210118,0
withkids2063,"Animation, Toys",16900000,United States,28200.0,0,North America,0.015979978982957926,0
BeastPhilanthropy,Food and Drink,16900000,United States,21500000.0,952100,North America,0.6513384507437553,2
BollywoodClassics,Music and Dance,16900000,India,40100.0,191,Asia,0.016284008883290152,0
DesiMelodies,Music and Dance,16800000,India,2400000.0,9500,Asia,0.07220056589364855,0
IvanaAlawi,"Movies, Comedy",16800000,Philippines,3200000.0,109400,Asia,0.10507664562786782,0
NMFNews,News and Politics,16800000,India,4000.0,86,Asia,0.015134778518233262,0
DeToxoMoroxo-Oficial,"Movies, Animation",16800000,Mexico,352900.0,15600,North America,0.02546501772089107,0
ufc,Sports,16800000,United States,86700.0,1700,North America,0.017288605760758177,0
gmmtv,"Music and Dance, Movies",16800000,Thailand,34000.0,951,Asia,0.01595602436540934,0
SagarKalraShorts,Daily Vlogs,16800000,India,864100.0,8000,Asia,0.03626767552820004,0
disneyjunior,Unknown,16800000,Unknown,116400.0,342,Unknown,0.017785303435176782,0
TuCOSMOPOLIS,News and Politics,16800000,Mexico,37900.0,2400,North America,0.016253722039827945,0
Chapitosiki,Unknown,16800000,Russia,272800.0,6500,Europe,0.022302227023216648,0
thairathonline,News and Politics,16700000,Thailand,9100.0,137,Asia,0.014965973402345817,0
viralhog,Toys,16700000,United States,39500.0,1300,North America,0.015839093003674722,0
failarmy,"Animation, Comedy",16700000,United States,2200000.0,20700,North America,0.06885470762161491,0
IDEASEN5MINUTOSoficial,Movies,16700000,Mexico,116500.0,246,North America,0.0174792192495219,0
FunFunMiniWorld,Unknown,16700000,United States,29500.0,755,North America,0.015528677721282694,0
ch7hd,Unknown,16600000,Thailand,2500.0,66,Asia,0.014507646691773981,0
DailyDoseOfInternet,Animals and Pets,16600000,United States,4000000.0,193200,North America,0.13506333439941517,4
KaykaiSalaiderChannel,"Movies, Comedy",16600000,Thailand,813000.0,32500,Asia,0.037989912472504876,0
LEGO,Animation,16600000,United States,28000.0,304,North America,0.015134669947587933,0
RCTILAYARDRAMAINDONESIA,"Music and Dance, Movies",16600000,Indonesia,10200.0,174,Asia,0.014702145030644412,0
tarik_alhalapi,Unknown,16500000,Turkey,2300000.0,59000,Asia,0.07606232662572042,0
SandraCiresArt,Unknown,16500000,Colombia,0.0,0,South America,0.014145383104125739,0
Pitbull,Music and Dance,16500000,United States,9800.0,859,North America,0.014496004366584209,0
boyceavenue,Music and Dance,16500000,Brazil,17200.0,1400,South America,0.014745383104125738,0
LaRosaDeGuadalupeOf,Unknown,16500000,Mexico,58500.0,1200,North America,0.01567727679183338,0
samsmith,Unknown,16500000,United States,28500.0,1900,North America,0.015079602373228728,0
Lyna,"Movies, Animation",16400000,Argentina,327300.0,9600,South America,0.022833744101195097,0
Mrwhosetheboss,Unknown,16400000,United States,3400000.0,167900,North America,0.11690616935036453,4
Infobellsbengalirhymes,Education,16400000,Unknown,746400.0,20500,Unknown,0.03413739858624493,0
GLENTYOUTUBE,Video Games,16400000,Russia,1800000.0,100900,Europe,0.07012543845335456,0
T3ddy,Daily Vlogs,16400000,Brazil,413500.0,42600,South America,0.02955268097827151,0
FitDanceTV,"Music and Dance, Animation",16400000,Unknown,29100.0,844,Unknown,0.01464800323740772,0
jjolatunji,Unknown,16400000,United States,2800000.0,145700,North America,0.09978125240684294,0
mattstonie,Food and Drink,16400000,United States,1800000.0,54600,North America,0.06351115273906885,0
TWICE,"Music and Dance, Movies",16400000,Philippines,350600.0,51700,Asia,0.02938989028059709,0
rubentuestaoficial,Unknown,16400000,Argentina,2500000.0,291400,South America,0.11361879393508215,4
Unspeakable,"Video Games, Comedy",16400000,United States,1900000.0,40000,North America,0.0637510198487034,0
vladandnikiarab,Animation,16300000,Unknown,126100.0,613,Unknown,0.016576121709560146,0
ADME_RU,Animation,16300000,Russia,17200.0,472,Europe,0.014023420712882402,0
DearSir,Education,16300000,India,266300.0,22500,Asia,0.0229633011115535,0
JoseComelonEspanol,Food and Drink,16300000,Unknown,484600.0,1900,Unknown,0.025097188154742867,0
NasyaOfficial,Unknown,16200000,Indonesia,853900.0,15100,Asia,0.03527657905214445,0
antrax,Animation,16200000,Mexico,623600.0,39500,North America,0.033406479384370365,0
kidsplay,"Movies, Toys",16200000,Unknown,28300.0,132,Unknown,0.013938293337858738,0
DylandPROS,"Movies, Animation",16200000,Indonesia,21500.0,996,Asia,0.013903582374403589,0
TV9Bharatvarsh,News and Politics,16200000,India,4100.0,97,Asia,0.01337050264018432,0
mkmusic,Music and Dance,16100000,Brazil,29200.0,1700,South America,0.013888528089080929,0
MoreAliA,"Animation, Video Games",16100000,United States,645200.0,11900,North America,0.029671252341572623,0
MYFAMILYComedy,Unknown,16100000,India,2600000.0,5400,Asia,0.07420314602928027,0
camilo,Music and Dance,16000000,Colombia,560000.0,17000,South America,0.028123732939970895,0
Arifmuhammadd,"Music and Dance, Movies",16000000,Indonesia,3300000.0,62400,Asia,0.09833037745824333,0
SonyLIV,Unknown,16000000,India,9300.0,105,Asia,0.012903184767213416,0
wifistudy,Education,16000000,India,3900.0,184,Asia,0.012788889086150295,0
katakit_baby,Music and Dance,16000000,Saudi Arabia,174500.0,1200,Asia,0.01690147380375827,0
MazhavilManorama,Unknown,16000000,India,13300.0,299,Asia,0.013023922308741658,0
JulianaBaltar,"Movies, Comedy",16000000,Brazil,207800.0,9400,South America,0.018847320979838,0
KarlaBustillos,Unknown,16000000,Mexico,5400000.0,362000,North America,0.1899675867605689,4
kuplinovplay,Video Games,16000000,Russia,1900000.0,124700,Europe,0.0746722379233596,0
VolgaVideo,Unknown,16000000,India,3500.0,22,Asia,0.012756443903426042,0
DopeLyrics,Music and Dance,16000000,United States,24200.0,242,North America,0.013269267823691823,0
hamaarbhojpuri,Music and Dance,16000000,India,32200.0,1200,Asia,0.013592171478176871,0
yudistardhana,Movies,16000000,Indonesia,492000.0,18300,Asia,0.02672805187684797,0
MashaBearARAB,Unknown,15900000,Unknown,226000.0,4300,Unknown,0.018247309883884105,0
ChetanMongaVlogs,Daily Vlogs,15900000,India,1400000.0,95100,Asia,0.05852106403670802,0
TeamFilmsBhojpuri,Music and Dance,15900000,India,11600.0,241,Asia,0.012681406229399055,0
KashviAdlakha,Unknown,15900000,India,97900.0,2800,Asia,0.01505395440215653,0
BlippiEspanol,Unknown,15900000,Unknown,245100.0,628,Unknown,0.018166924501824305,0
pinkshirtcouple,Unknown,15800000,United States,3200000.0,123400,North America,0.10412969081450829,0
ColorsRishtey1,Unknown,15800000,India,3600.0,29,Asia,0.012170378522149484,0
RottenTomatoesTRAILERS,"Movies, Animation",15800000,United States,34600.0,510,North America,0.01296002304042191,0
FCBarcelona,Sports,15800000,United States,164500.0,12100,North America,0.017636667558694336,0
5MCArabic,Movies,15800000,Egypt,32500.0,169,Africa,0.0128624715454053,0
5MinuteCraftsFAMILY,Unknown,15800000,India,5200.0,71,Asia,0.012213587824475066,0
TheMriDul,Unknown,15700000,India,7400000.0,349500,Asia,0.2338094139378235,4
TalkingFriends,"Animation, Comedy",15700000,United States,17800.0,125,North America,0.012219629884667346,0
SonyMusicSouth,"Music and Dance, Movies",15600000,India,256100.0,3000,Asia,0.017877509154161964,0
zutigang,Daily Vlogs,15600000,United States,124400.0,4900,North America,0.015086147027916115,0
HenriqueeJuliano,Music and Dance,15600000,Brazil,2000000.0,19100,South America,0.06073332310765033,0
FFUNTV,Unknown,15600000,United States,0.0,0,North America,0.011493123772102163,0
CNN,"Music and Dance, Animation",15600000,United States,152800.0,2300,North America,0.015375183572766614,0
MobileLegends5v5MOBA,"Animation, Video Games",15600000,Indonesia,80900.0,695,Asia,0.013473804835225086,0
Zayn,Music and Dance,15600000,United States,145200.0,20500,North America,0.017798439386720103,0
genierock,Music and Dance,15600000,Thailand,66700.0,742,Asia,0.013150286562799837,0
TheHarshBeniwal,"Movies, Comedy",15600000,India,0.0,0,Asia,0.011493123772102163,0
joerogan,Daily Vlogs,15600000,United States,1200000.0,20700,North America,0.04235724337343107,0
SRKMUSIC,Music and Dance,15600000,India,13000.0,318,Asia,0.011840877924926083,0
EliKids,Music and Dance,15600000,Unknown,173500.0,2300,Unknown,0.015856578921603824,0
Senya_Super,"Animation, Toys",15500000,Unknown,15800.0,117,Unknown,0.011582584436945608,0
ShriPrashant,Education,15500000,India,71800.0,6300,Asia,0.01376819573262667,0
A2Motivation,Education,15500000,India,715000.0,103500,Asia,0.042612049553224673,0
LOKESHGAMER,Unknown,15400000,India,240400.0,27400,Asia,0.020408716198134575,0
Kerajinan5-Menit,Music and Dance,15400000,Indonesia,11500.0,70,Asia,0.01118117466989537,0
romanatwoodvlogs,"Movies, Comedy",15400000,United States,2500000.0,106700,North America,0.08428612483600832,0
LinusTechTips,Science and Technology,15400000,United States,1100000.0,54800,North America,0.04431369958683889,0
DaveAndAva,Music and Dance,15400000,Unknown,164100.0,559,Unknown,0.01479986902205484,0
kompastv,News and Politics,15400000,Indonesia,4400.0,34,Asia,0.011010915533682747,0
_vector_,Unknown,15400000,United States,15400000.0,712400,North America,0.4708146962645797,2
THE_BROWN_SIBLINGS,Unknown,15400000,India,234500.0,15600,Asia,0.018585792610094708,0
Jesser,"Video Games, Comedy",15400000,United States,1300000.0,50600,North America,0.048364862377536566,0
RayWilliamJohnson,"Animation, Comedy",15400000,United States,2600000.0,237600,North America,0.10531170623135717,4
GoAmiGo,Daily Vlogs,15400000,Colombia,7900000.0,455300,South America,0.2596675201848455,4
nianaguerrero,Music and Dance,15400000,Philippines,504800.0,12100,Asia,0.024371839121722614,0
abscbnnews,News and Politics,15400000,Philippines,3800.0,39,Asia,0.01099767633102494,0
ndtvindia,News and Politics,15400000,India,3300.0,38,Asia,0.010985905566905338,0
MNCTVOfficialId,"Music and Dance, Movies",15300000,Indonesia,1200.0,34,Asia,0.010641801447695635,0
OyuncakAvi-oyku,Unknown,15300000,Unknown,25400.0,0,Unknown,0.01119973500251291,0
studyiqofficial,Education,15200000,India,16400.0,883,Asia,0.010821880052738415,0
ranzkyle,Unknown,15200000,Philippines,399900.0,19100,Asia,0.02234291327532978,0
MohamedRamadan,"Music and Dance, Movies",15200000,Egypt,272900.0,6400,Africa,0.01757513918895104,0
HongyuASMR,ASMR,15200000,United States,368500.0,4100,North America,0.0194698235743331,0
DaftarPopuler,Science and Technology,15200000,Indonesia,56400.0,749,Asia,0.011732969753735093,0
EdisonPts,Video Games,15200000,Russia,1600000.0,108100,Europe,0.06296650131519689,0
SupercarBlondie,Animation,15200000,United States,745100.0,23100,North America,0.030942248823502536,0
PlayStation,Unknown,15200000,United States,33100.0,995,North America,0.011226252145761671,0
Thaich8,Unknown,15200000,Thailand,9000.0,135,Asia,0.010542929886625458,0
kwebbelkop,"Animation, Video Games",15200000,United States,60800.0,602,North America,0.011814295335130441,0
mariale,Unknown,15200000,Mexico,17700.0,1200,North America,0.010897398325163664,0
PPMussas,Fashion,15200000,Mexico,230400.0,10400,North America,0.017158195667356355,0
Makiman131,"Movies, Animation",15200000,Spain,238400.0,11000,Europe,0.017429956464698547,0
LittleAngelBrasil,Animation,15100000,Unknown,206800.0,453,Unknown,0.01489366297671808,0
zncoficial,Unknown,15100000,Brazil,20400.0,1800,South America,0.010751207827216419,0
indorephysicalacademy.,Unknown,15100000,India,54800.0,3900,Asia,0.01185120782721642,0
NetflixJr,"Animation, Comedy",15100000,Unknown,104200.0,197,Unknown,0.012471045036518745,0
TazerCraft,"Movies, Animation",15000000,Brazil,182000.0,12700,South America,0.01577179473790704,0
PeetMontzingo,Unknown,15000000,United States,1700000.0,0,North America,0.04925983460501667,0
XpressTV,Science and Technology,15000000,Mexico,1100000.0,33400,North America,0.04007777480435222,0
