Username,Categories,Subscribers,Country,Visits,Likes,Continent,CPM,clusters
ABCNews,News and Politics,15000000,United States,10900.0,115,North America,0.009994867827608035,0
Therichest,News and Politics,15000000,United States,8500.0,246,North America,0.009957768159833949,0
leagueoflegends,"Movies, Animation",15000000,United States,909100.0,45300,North America,0.037338239920631296,0
RS1313Shorts,Unknown,15000000,India,5000.0,49,Asia,0.009848229953853883,0
mispastelitos,Food and Drink,15000000,Mexico,1700000.0,89700,North America,0.06207412031930239,0
crashcourse,Science and Technology,15000000,United States,28900.0,1200,North America,0.010568472478770826,0
5MinuteCraftsRecycle,Unknown,15000000,India,6300.0,70,Asia,0.009881462511993417,0
itowngameplay,"Animation, Video Games",15000000,Mexico,47100.0,2600,North America,0.011191728292724315,0
TroomTroomRu,"Video Games, Toys",15000000,Unknown,96000.0,2000,Unknown,0.01224322330933561,0
jorgeemateus,Music and Dance,14900000,Brazil,72600.0,2400,South America,0.011461484638630892,0
cure0721,Unknown,14900000,Indonesia,3300000.0,245100,Asia,0.12118872716354784,4
iamneetubisht,Unknown,14900000,India,3500000.0,200400,Asia,0.11945417566853124,4
SusyMouriz,Unknown,14900000,Mexico,4900000.0,364000,North America,0.17538374377484353,4
MattyBRaps,Music and Dance,14900000,United States,267900.0,949,North America,0.015796059389461457,0
OReinoInfantil,Music and Dance,14900000,Unknown,88300.0,262,Unknown,0.011521172346272089,0
AadishaktiFilms,Music and Dance,14900000,Unknown,12500.0,336,Unknown,0.009768953077169098,0
GyanGaming,"Video Games, Comedy",14800000,India,264800.0,22700,Asia,0.018536556599155398,0
fueledbyramen,Music and Dance,14800000,United States,88400.0,696,North America,0.011290802446331478,0
camilaloures,"Movies, Comedy",14800000,Brazil,271900.0,16700,South America,0.01784453002108231,0
sevengersofficial,Unknown,14800000,India,3200000.0,342100,Asia,0.1324255931440059,4
MeghanTrainor,"Movies, Comedy",14800000,United States,17600.0,662,North America,0.009639433675567358,0
theslowmoguys,Unknown,14800000,United States,1100000.0,66200,North America,0.044174098127394604,0
majorlazer,"Music and Dance, Movies",14800000,United States,25700.0,722,North America,0.009836377197162042,0
lachlan,"Animation, Video Games",14800000,United States,500700.0,19500,North America,0.023565460253640452,0
MalumaVEVO,Music and Dance,14800000,Mexico,226400.0,8500,North America,0.015614961914770017,0
chadwildclay,"Movies, Comedy",14800000,United States,864700.0,17500,North America,0.03174486224699593,0
auron,"Movies, Animation",14800000,Mexico,1100000.0,48800,North America,0.04168838384168032,0
E_MasterSensei,"Movies, Video Games",14800000,Mexico,519800.0,32200,North America,0.025823932014437792,0
MartinGarrix,Music and Dance,14800000,United States,40700.0,4000,North America,0.010653500120750083,0
facts806,Unknown,14800000,Egypt,12500.0,744,Africa,0.009532543310118855,0
collegehumor,"Movies, Comedy",14800000,United States,212000.0,10100,North America,0.015508649622411214,0
BBCNews,News and Politics,14800000,United States,66300.0,913,North America,0.010807848957959386,0
DocTops,Animation,14800000,Mexico,1300000.0,45200,North America,0.045825260918092275,0
PrestonPlayz,"Animation, Video Games",14800000,United States,787300.0,11900,North America,0.02914486224699593,0
vladandnikiport,Unknown,14700000,Unknown,511300.0,0,Unknown,0.02073156211449719,0
TheVishalbhatt,Unknown,14700000,India,446900.0,27600,Asia,0.02317674483874968,0
nostalgia,Science and Technology,14700000,Unknown,53900.0,6400,Unknown,0.011008638526457323,0
DentalDigest,Unknown,14700000,United States,6400000.0,209400,North America,0.1875923594566899,4
zeebangla,Unknown,14700000,India,1300.0,17,Asia,0.008873525569646691,0
cokestudio,"Music and Dance, Movies",14700000,Pakistan,1800000.0,1400,Asia,0.050901329556357656,0
LikeNastya_Stories,"Animation, Toys",14700000,Unknown,77600.0,345,Unknown,0.010694801317154997,0
user-ts8yv9np7m,"Movies, Comedy",14700000,Unknown,38000.0,159,Unknown,0.00974729965602543,0
infobellskannadarhymes,Education,14700000,Unknown,348300.0,8100,Unknown,0.01809800729722144,0
ZEE5,Unknown,14700000,India,255.5,8,Asia,0.008847949157686559,0
rebeccazamolo,"Video Games, Comedy",14600000,United States,2900000.0,30400,North America,0.08033088656671607,0
ZigandSharko,Unknown,14600000,Unknown,136900.0,935,Unknown,0.011863461317546623,0
VijayKumarVinerVlogs,Unknown,14600000,India,110600.0,3100,Asia,0.011561119124855591,0
GMM25Thailand,Unknown,14600000,Thailand,2900.0,34,Asia,0.008618467962064894,0
Telemundo,Unknown,14600000,Argentina,2800.0,53,South America,0.008618856666383831,0
TheDodo,Animals and Pets,14600000,United States,462900.0,12300,North America,0.02106842809495526,0
NatanporAi,Unknown,14600000,Brazil,1500000.0,28300,South America,0.04747274703183234,0
IDEIASINCRIVEIS,Unknown,14600000,Brazil,11000.0,120,South America,0.008819125769373866,0
boramtubetoysreview9575,"Movies, Toys",14600000,Unknown,9500.0,77,Unknown,0.008778099191300775,0
legendaefunk,"Music and Dance, Animation",14600000,Brazil,3700.0,154,South America,0.008654215470370543,0
woodyandkleiny,"Video Games, Comedy",14600000,United States,524900.0,35100,North America,0.025767431417214395,0
NobruTV,"Movies, Animation",14600000,Brazil,367300.0,31300,South America,0.021559457995287485,0
reactiontime,"Animation, Comedy",14600000,United States,12600.0,681,North America,0.008936477928842303,0
TommyInnit,"Video Games, Comedy",14600000,United States,1400000.0,99000,North America,0.0552471656364835,0
LillySingh,"Animation, Comedy",14600000,United States,54700.0,3600,North America,0.010332547696284163,0
lesboystv,Unknown,14500000,France,28700.0,0,Europe,0.008918915337871796,0
GH.S,Unknown,14500000,United States,5100000.0,194600,North America,0.1546561246401974,4
IanBoggs,"Movies, Comedy",14500000,United States,2500000.0,175300,North America,0.09143386550398475,0
Drawblogs,"Movies, Animation",14400000,Mexico,9300.0,446,North America,0.008236771351552456,0
RosannaPansino,DIY and Life Hacks,14400000,United States,48500.0,3300,North America,0.009556113544243485,0
LuliPampin,"Music and Dance, Animation",14400000,Unknown,1200000.0,2500,Unknown,0.03622089759739963,0
CrescendocomLuluca,Animation,14400000,Brazil,768300.0,31200,South America,0.030281362713678702,0
AlexaRivera,"Animation, Comedy",14400000,United States,3500000.0,87700,North America,0.10188069826185146,0
dangmattsmith,"Animation, Comedy",14400000,Unknown,58000.0,3000,Unknown,0.009734186633944484,0
WishFM1075official,Music and Dance,14400000,Philippines,49400.0,711,Asia,0.009207186633944483,0
BobonSantoso,"Music and Dance, Movies",14400000,Indonesia,242200.0,7100,Asia,0.014603621849891328,0
nikkietutorials,"Design/Art, Belleza",14400000,United States,2700000.0,152400,North America,0.09251890424191792,0
Compot,Video Games,14400000,Russia,1000000.0,40600,Europe,0.0370125919495591,0
vladandnikirus,Toys,14300000,Unknown,832100.0,2700,Unknown,0.027398959591146733,0
JamunaTVbd,News and Politics,14300000,Bangladesh,3800.0,70,Asia,0.007760454607758027,0
zeetvtelugu,Unknown,14300000,India,2700.0,78,Asia,0.007736016069552047,0
seungbini67,Unknown,14300000,United States,9200000.0,325200,North America,0.2680727137439707,4
boxtoxtv,Unknown,14300000,India,1700000.0,53500,Asia,0.05483982337852215,0
ETVJabardasth,Comedy,14300000,India,70800.0,1700,Asia,0.009551451285498893,0
Jazzghost,"Animation, Video Games",14200000,Brazil,1400000.0,61500,South America,0.04871124085399683,0
BieTheSka,Unknown,14200000,Thailand,316600.0,8900,Asia,0.016001606302501813,0
airrack,"Video Games, Comedy",14200000,United States,4400000.0,192700,North America,0.1372215398573191,4
inventonahora,"Movies, Comedy",14200000,Brazil,466900.0,47500,South America,0.025011240853996832,0
TheSocialFactory,Unknown,14200000,India,0.0,0,Asia,0.007367387033398822,0
nehakakkar,Music and Dance,14200000,India,320100.0,25600,Asia,0.01846871593705331,0
SuperPolina,Unknown,14200000,Russia,1800.0,10,Europe,0.007410676069943673,0
ComePlayWithMe,"Movies, Toys",14200000,Unknown,1500000.0,0,Unknown,0.04225110796363138,0
veritasium,Science and Technology,14200000,United States,2800000.0,110800,North America,0.0883122375317377,0
SanjoyDasOfficial,Unknown,14200000,India,326200.0,34800,Asia,0.019924862116455302,0
karameeshchannel,Music and Dance,14200000,Jordan,267600.0,1900,Asia,0.013862071418780882,0
AM3NlC,Cars and Vehicles,14200000,Brazil,329100.0,25200,South America,0.018620875405491844,0
huba3,Unknown,14200000,United States,1100000.0,27400,North America,0.03686306809652175,0
DEVKeFacts,Unknown,14200000,India,1200000.0,45600,Asia,0.04178864949187058,0
ATRO55,Unknown,14200000,Iraq,523100.0,51200,Asia,0.026846789026754303,0
Narobeauty,Unknown,14200000,Iraq,2400000.0,124700,Asia,0.08099562623605663,0
trapcity,Music and Dance,14200000,United States,17500.0,734,North America,0.007879220920442012,0
refugiomental6032,Movies,14200000,Argentina,76600.0,1200,South America,0.009320210953664603,0
vilmei,Unknown,14200000,Indonesia,162100.0,0,Asia,0.011137154475259287,0
TVAnaEmilia,Unknown,14200000,Mexico,85800.0,4100,North America,0.009948450156322411,0
thinkmusicofficial,Music and Dance,14200000,India,41900.0,1000,Asia,0.008484662780907128,0
tseriesregional,Music and Dance,14200000,India,6900.0,59,Asia,0.007536280721106464,0
MasterskayaNastroeny,"Movies, Video Games",14100000,Russia,125600.0,2700,Europe,0.01037933607033529,0
theHacksmith,Video Games,14100000,United States,174900.0,10200,North America,0.012597276269670839,0
StrayKids,"Music and Dance, Movies",14100000,United States,839600.0,146500,North America,0.04752684437598313,0
kidstvindia,Toys,14100000,Unknown,24100.0,70,Unknown,0.007643156668341935,0
vladynikishow,Unknown,14100000,Unknown,312400.0,1100,Unknown,0.01449495068827549,0
RaptorGamer,"Animation, Video Games",14000000,Mexico,257400.0,19900,North America,0.015606899725211967,0
geonews,Unknown,14000000,Pakistan,3900.0,47,Asia,0.006875408030859807,0
OQueNaoDizerOficial,"Movies, Animation",14000000,Brazil,61400.0,7300,South America,0.009248760190328244,0
atlanticrecords,Unknown,14000000,United States,6300.0,315,North America,0.006969507698633893,0
Acenix,"Animation, Video Games",14000000,Mexico,741100.0,23400,North America,0.02735573693451429,0
Infobellsrhymes,"Toys, Cars and Vehicles",14000000,Unknown,105600.0,3300,Unknown,0.009705238595643859,0
GoldminesPremiere,Unknown,14000000,Unknown,8900.0,168,Unknown,0.007008972814912962,0
DesiGamers_,Unknown,14000000,India,971100.0,99700,Asia,0.04360457414381662,0
juliagisella,Unknown,14000000,United States,524700.0,53100,North America,0.02656603593783655,0
albert_cancook,Unknown,14000000,United States,6700000.0,459100,North America,0.2281776638448133,4
bibotoysrus,"Animation, Toys",13900000,Unknown,106400.0,0,Unknown,0.00895771919404212,0
adeletsami3286,"Animation, Comedy, Toys",13900000,France,8000.0,37,Europe,0.00667463281530458,0
123GOSpanish,Animation,13900000,Mexico,60400.0,547,North America,0.007966094609324513,0
Mythpat,Unknown,13900000,India,11700000.0,1200000,Asia,0.4500048952737764,2
MaviGadgets,Unknown,13900000,United States,212800.0,4600,North America,0.012089280655836141,0
wesleysafadao,Music and Dance,13900000,Brazil,162700.0,4600,South America,0.010924164376766373,0
BBC,"Movies, Animation",13800000,United Kingdom,9900.0,226,Europe,0.006451123380480258,0
nishamadhulika,Food and Drink,13800000,India,132400.0,3200,Asia,0.009724817732639727,0
AdamW,"Animation, Comedy",13800000,United States,2900000.0,98200,North America,0.08765903700174273,0
FAPTV,"Animation, Comedy",13800000,United States,75100.0,2300,North America,0.008263688164533415,0
BigTastyAnimations,Unknown,13800000,United States,199900.0,12600,North America,0.012637442317357334,0
jbalvinVEVO,"Music and Dance, Movies",13800000,Colombia,0.0,0,South America,0.006188605108055009,0
jomyproductionshorts,Unknown,13800000,India,258800.0,8600,Asia,0.01343578118778923,0
jojotvhindi,Music and Dance,13800000,India,19700.0,499,Asia,0.006718030357224445,0
MAIKI021,"Animation, Comedy",13800000,Brazil,6000.0,754,South America,0.006435854277490225,0
penguinz0,Movies,13800000,United States,1700000.0,71600,North America,0.05595206025755667,0
PetsSwag,Unknown,13800000,United States,909900.0,30500,North America,0.03170621308147693,0
codiscos,Music and Dance,13800000,Unknown,19500.0,287,Unknown,0.006683093480148033,0
blockbustermovies7960,Daily Vlogs,13800000,India,8700.0,174,Asia,0.006415787832307501,0
ZeinabHarakeVlogs,Comedy,13800000,Philippines,2800000.0,94000,Asia,0.08473345560639388,0
gmanews,News and Politics,13800000,Philippines,3400.0,48,Asia,0.006274532018354012,0
PlayHard,Unknown,13800000,Brazil,120000.0,12000,South America,0.010693588496759329,0
TypicalGamer,Video Games,13800000,United States,284700.0,7400,North America,0.013866678197756006,0
mymissanand,"Movies, Comedy",13700000,India,965100.0,17300,Asia,0.03080952424465926,0
WanasahTV1,"Movies, Animation",13700000,Unknown,856300.0,3500,Unknown,0.026307863115091153,0
ladydiana11,"Music and Dance, Comedy",13700000,Russia,2600000.0,58300,Europe,0.07468759733436026,0
AmaraQueLinda,Daily Vlogs,13600000,Colombia,719100.0,59000,South America,0.030751041387908018,0
BUDI01GAMING,"Movies, Animation",13600000,Indonesia,625000.0,26000,Asia,0.02384838358059905,0
lunomosik,Video Games,13600000,Russia,1400000.0,27500,Europe,0.04208592510883825,0
KidsLineKOYA,"Movies, Comedy",13600000,Unknown,9300.0,40,Unknown,0.00582120750086483,0
TrakinTech,News and Politics,13600000,India,418000.0,22800,Asia,0.0185772872350841,0
Vogue,Fashion,13600000,United States,114800.0,5700,North America,0.009083267301529281,0
MyMateNate,Unknown,13600000,Thailand,1300000.0,30700,Asia,0.04021748657063227,0
luismendez1405,Unknown,13600000,Mexico,1000000.0,182000,North America,0.05485502809887148,0
awakeningrecords,Music and Dance,13600000,Indonesia,15300.0,675,Asia,0.006051456670300046,0
TwinsFromRussiaRevega,Unknown,13600000,United States,65200.0,2000,North America,0.00740120750086483,0
onlinejobRk,Unknown,13600000,India,4300.0,99,Asia,0.00571335700252596,0
BanderitaX,"Animation, Video Games",13600000,Saudi Arabia,1200000.0,88200,Asia,0.046106190889569146,0
Anaysa,"Movies, Comedy",13600000,India,94900.0,4900,Asia,0.008506190889569148,0
Painzeiro,Daily Vlogs,13600000,Brazil,351800.0,7500,South America,0.014852038065648885,0
PozziGamer,"Animation, Video Games",13600000,Russia,391900.0,15400,Europe,0.016913167633755197,0
ConorMaynard,Music and Dance,13600000,United States,52200.0,2600,North America,0.007184596205183766,0
Wengie,Food and Drink,13600000,United States,17000.0,1200,North America,0.006165991554020976,0
ryan,Movies,13600000,United States,7000000.0,222800,North America,0.20021848324837316,4
Thegeetagurjar,Unknown,13500000,India,3200000.0,70800,Asia,0.08983740902949566,0
sportsnationespn,Sports,13500000,United States,114000.0,3700,North America,0.008484252883316256,0
itsDrRyan,Unknown,13500000,United States,1000000.0,39200,North America,0.034160332617535524,0
MCDivertida,"Music and Dance, Movies",13500000,Unknown,288700.0,1400,Unknown,0.012218472152419247,0
TechnologyGyan,Unknown,13400000,India,445400.0,29100,Asia,0.019525105574737772,0
MattSDance,"Music and Dance, Movies",13400000,United States,54200.0,2700,North America,0.0066560025847045515,0
KabitasKitchen,Unknown,13400000,India,111000.0,3900,Asia,0.008148361388691261,0
gags,Unknown,13400000,United States,156900.0,1500,North America,0.008872946106299235,0
theworldadventureshindi,Daily Vlogs,13400000,Unknown,6200.0,342,Unknown,0.005202866372079966,0
SonotekBhakti,Music and Dance,13400000,India,4400.0,109,Asia,0.005127720192677972,0
H2ODelirious,"Animation, Video Games",13400000,United States,153900.0,6600,North America,0.009531750093010199,0
athleanx,"Fitness, Health, and Self-Help",13400000,United States,340400.0,13000,North America,0.014783245109621495,0
TheInfographicsShow,Education,13400000,United States,162500.0,5700,North America,0.00960317866443877,0
theRadBrad,"Animation, Video Games",13400000,United States,76600.0,3200,North America,0.0072483613886912615,0
LofiGirl,Comedy,13400000,United States,139000.0,8500,North America,0.009456667036531793,0
KurtHugoSchneider,Unknown,13400000,United States,20600.0,1200,North America,0.005660321521581627,0
AzzyLand,Animation,13400000,United States,115600.0,3600,North America,0.008212480990020164,0
BrawlStars,Animation,13400000,United States,1500000.0,98400,North America,0.05395068697008661,0
einerdtv,"Movies, Animation",13400000,Brazil,155100.0,22400,South America,0.01181679992689724,0
AlexGonzagaOfficial,"Movies, Comedy",13400000,Philippines,1600000.0,36300,Asia,0.04740483979400688,0
PeppaPigPortuguesOficial,"Movies, Animation",13300000,Unknown,354800.0,1900,Unknown,0.013237719063501494,0
VexTrexKidsCartoon,"Movies, Animation",13300000,Unknown,21100.0,0,Unknown,0.005205825375793851,0
MashaBearUkraine,Unknown,13300000,Unknown,85400.0,673,Unknown,0.006797317070146011,0
DJKhaledOfficial,Unknown,13300000,United States,178400.0,4500,North America,0.009506822053534715,0
OficialHungria,Music and Dance,13300000,Brazil,75000.0,7400,South America,0.0075164566050297315,0
prantoniojunior,Music and Dance,13300000,Brazil,246300.0,46500,South America,0.017085891820976577,0
Akon,Music and Dance,13200000,Brazil,32000.0,1900,South America,0.005436046837979488,0
knowledgetvhindi001,Education,13200000,India,58100.0,2300,Asia,0.0061001664393083915,0
GuiGe,Unknown,13200000,India,176700.0,6100,Asia,0.009401163117049256,0
MARIANAMIAMORCH,Movies,13200000,Mexico,533700.0,32300,North America,0.02144634584130175,0
NickPro,Sports,13200000,United States,12200000.0,286000,North America,0.3289985053097403,4
RauwAlejandroTv,Music and Dance,13200000,Peru,219400.0,7300,South America,0.01056561494429178,0
LizaBaez,Unknown,13200000,Mexico,832800.0,104300,North America,0.038687874080504406,0
klara_tania,"Movies, Animation",13200000,Indonesia,834500.0,47500,Asia,0.03061312324993962,0
Caylus,"Animation, Video Games",13200000,United States,477600.0,11800,North America,0.01721312324993962,0
AlArabiya,News and Politics,13200000,Morocco,5000.0,90,Africa,0.004549568432663873,0
Davie504,Unknown,13200000,United States,0.0,0,North America,0.004420432220039288,0
JesseAndMike,Unknown,13200000,United States,201400.0,3600,North America,0.009618438864557561,0
redetv,Unknown,13200000,Brazil,2500.0,90,South America,0.004491428897780152,0
spider-maaaaaaan,Unknown,13100000,Japan,1900000.0,45000,Asia,0.054740354678902675,0
CznBurak,Daily Vlogs,13100000,Turkey,1400000.0,72500,Asia,0.047041019130729916,0
rupalchoudharytd,Unknown,13100000,India,279100.0,21000,Asia,0.013616434413121945,0
CuteWolfVideos,"Movies, Toys",13100000,Unknown,53500.0,116,Unknown,0.005386494213786395,0
TopViralTalentYT,Unknown,13000000,United States,17700.0,283,North America,0.004283097735772705,0
ColeAndSav,Daily Vlogs,13000000,United States,322100.0,10100,North America,0.012764596074643137,0
gymvirtual,"Fitness, Health, and Self-Help",13000000,Mexico,50900.0,1900,North America,0.00528619075902852,0
DuoTiempoDeSol,"Music and Dance, Animation",13000000,Unknown,47400.0,170,Unknown,0.004957652553048453,0
KiryaKolesnikov,Daily Vlogs,13000000,United States,54700.0,1900,North America,0.005374562852051776,0
MoniLinaFamily,Unknown,13000000,India,147300.0,3600,Asia,0.007770908367001942,0
zeetamil,Unknown,13000000,India,1200.0,11,Asia,0.0038605196626830046,0
mariano_razo,Unknown,13000000,Mexico,5300000.0,399300,North America,0.18412971235371292,4
Chustertv,Video Games,13000000,Spain,1600000.0,96300,Europe,0.05479748644009164,0
francoescamilla,"Movies, Comedy",13000000,Mexico,560000.0,11800,North America,0.018540011357035164,0
sulgiyang,"ASMR, Food and Drink",13000000,United States,557500.0,8600,North America,0.018024728965008587,0
TalkingAngela,Music and Dance,13000000,United States,53000.0,360,North America,0.005115027968330845,0
officialjassrecords,Music and Dance,13000000,India,12800.0,662,Asia,0.004223287104543469,0
bibotoyskor,Unknown,12900000,Unknown,4300.0,0,Unknown,0.0036363457760314323,0
HeidiandZidaneEsp,Daily Vlogs,12900000,Unknown,61100.0,363,Unknown,0.005009133151446714,0
dianaandromaind5591,Unknown,12900000,Unknown,222200.0,395,Unknown,0.00876021620792512,0
Behindwoodstv,Daily Vlogs,12900000,Unknown,13300.0,386,Unknown,0.003900790958755685,0
dhruvrathee,News and Politics,12900000,India,6400000.0,328000,Asia,0.19923069793549986,4
TroomTroom_India,Unknown,12900000,India,21200.0,244,Asia,0.004064226174702529,0
watchHitsHD,Unknown,12900000,India,72300.0,8200,Asia,0.0063891696962972136,0
janesergo,Unknown,12900000,United States,99500.0,2600,North America,0.006221727835832096,0
RobTopGames,Unknown,12800000,United States,2200000.0,217900,North America,0.08553301242094133,0
FreeFireIndiaOfficial,Unknown,12800000,India,308800.0,25200,Asia,0.014023045643532694,0
FamilyFitnessChannel,Unknown,12800000,India,318800.0,14400,Asia,0.012712746640210434,0
EnglishConnectionByKanchan,Education,12800000,India,247400.0,15200,Asia,0.011166567238217077,0
MrSuicideSheep,Unknown,12800000,United States,39700.0,1900,North America,0.004436334680077543,0
MundoBita,"Music and Dance, Movies",12800000,Unknown,152700.0,2700,Unknown,0.007178527371107444,0
GustavoParodiasOficial,Unknown,12800000,Brazil,168800.0,7700,South America,0.00826723169004432,0
NANDO,"Animation, Comedy",12800000,Colombia,208300.0,13000,South America,0.00994297919834997,0
elliegouldingofficial,Music and Dance,12800000,United States,0.0,0,North America,0.0032416502946954833,0
AdexeyNau,Music and Dance,12800000,Mexico,13100.0,1500,North America,0.003760587171771895,0
NDTV,News and Politics,12800000,India,1400.0,10,Asia,0.0032756370056589387,0
piuzinho,"Animation, Comedy",12800000,Brazil,527100.0,107700,South America,0.03088550411529349,0
BlossomTV,Unknown,12800000,United States,24800.0,747,North America,0.0039251087664562805,0
ZeeKids,Unknown,12800000,Unknown,153700.0,2600,Unknown,0.007187497470775217,0
FlowersComedy,Comedy,12800000,India,101900.0,1000,Asia,0.005754274879413091,0
FirstWeFeast,Movies,12800000,United States,157600.0,5500,North America,0.007692480859479536,0
Morgz,"Movies, Comedy",12800000,Unknown,1100000.0,31100,Unknown,0.033265902786389835,0
Littleglove,Daily Vlogs,12800000,India,1100000.0,61700,Asia,0.03763733135781841,0
MoonbugKids_SingAlongWithMe,Toys,12700000,Unknown,49000.0,100,Unknown,0.00410077541136617,0
refugiomental6818,"Movies, Animation",12700000,Brazil,107400.0,2700,South America,0.005830343517678463,0
Yair17,"Movies, Animation",12600000,Mexico,159800.0,14700,North America,0.008468538401791018,0
NITINFREEFIRE,Unknown,12600000,India,1500000.0,177800,Asia,0.06293598026225614,0
MasSKabeche,"Movies, Animation",12600000,Mexico,0.0,0,North America,0.0026522593320235763,0
WaveMusicBhakti,Music and Dance,12600000,Unknown,3400.0,52,Unknown,0.0027387576708940084,0
TheDaniRep,"Animation, Video Games",12600000,Mexico,195500.0,19600,North America,0.009998770959930554,0
parafernalha,"Movies, Comedy",12600000,Brazil,84900.0,6300,South America,0.0055266779366747384,0
TimbaVk,"Animation, Video Games",12600000,Mexico,414000.0,15200,North America,0.014451594880196334,0
NasDaily,Education,12600000,United States,448700.0,19300,North America,0.015844285910096664,0
TroomTroom_Indonesia,"Music and Dance, Movies",12600000,Indonesia,59800.0,509,Asia,0.004115671292156466,0
casey,Movies,12600000,United States,0.0,0,North America,0.0026522593320235763,0
bharatzkitchenHINDI,Unknown,12600000,India,271000.0,4100,Asia,0.009540299199133212,0
jtcasey,"Animation, Comedy",12600000,United States,156600.0,7400,North America,0.007351262654282712,0
aljazeera,News and Politics,12600000,Morocco,7000.0,105,Africa,0.0028300500296979947,0
WildNOut,"Music and Dance, Comedy",12600000,United States,228400.0,8600,North America,0.009192458667571748,0
gibby,Unknown,12600000,Mexico,174400.0,9500,North America,0.008065216142654805,0
BiperYSusAmigos,"Music and Dance, Movies",12600000,Unknown,155000.0,0,Unknown,0.006256910494814274,0
AvrilLavigne,Music and Dance,12600000,United States,53600.0,5700,North America,0.004713056674216267,0
nhstudioz,Unknown,12600000,India,11500.0,77,Asia,0.002930701192488693,0
QuantumTech,Science and Technology,12600000,United States,185300.0,2300,North America,0.007290133086176401,0
DisneyChannelUK,"Movies, Comedy",12600000,Unknown,19000.0,307,Unknown,0.003137976939996998,0
pocoyo,Unknown,12600000,Unknown,335000.0,2200,Unknown,0.010757242720727896,0
TroomTroom_Pt,Animation,12600000,Brazil,43700.0,971,South America,0.003807252687505304,0
GoldminesActionMovies,Unknown,12600000,Unknown,7900.0,139,Unknown,0.002855837405113277,0
redbull,Sports,12600000,United States,1400000.0,52300,North America,0.04268182743833587,0
CHHOTUKIMASTI,Unknown,12600000,India,655600.0,5600,Asia,0.01869877095993055,0
parislifestyle7488,Unknown,12600000,India,517100.0,5100,Asia,0.015406412155943842,0
DRJRecordsspecials,Unknown,12600000,India,8900.0,46,Asia,0.0028658075047810513,0
colinfurze,Video Games,12600000,United States,1500000.0,69600,North America,0.04747883740511328,0
justinflom,"Movies, Comedy",12600000,United States,791700.0,18100,North America,0.023649601524714604,0
PeopleVsFood,Food and Drink,12600000,United States,388300.0,14200,North America,0.01371106331873454,0
RachitRojha,Unknown,12600000,India,1600000.0,38600,Asia,0.04537584737189069,0
Baby_Jenny,"Movies, Toys",12500000,Unknown,18600.0,71,Unknown,0.002800264847365364,0
hzhtubekidsfun,"Animation, Toys",12500000,Unknown,79000.0,1500,Unknown,0.00440905886729892,0
healthtime6469,Daily Vlogs,12500000,India,3300.0,115,Asia,0.002450736608162706,0
LittleBabyBumEspanol,Unknown,12500000,Unknown,7200.0,18,Unknown,0.002527577139724168,0
HeroMovies2023,Daily Vlogs,12500000,India,7100.0,215,Asia,0.0025533944154716767,0
CalvinHarrisVEVO,Music and Dance,12500000,United States,71300.0,3500,North America,0.004515703385571345,0
FarjanaDrawingAcademy,Unknown,12500000,India,387100.0,25100,Asia,0.014945603717797257,0
TeremokTV,Unknown,12500000,Unknown,95400.0,253,Unknown,0.004612311358993271,0
eltrece,Music and Dance,12400000,Unknown,1500.0,15,Unknown,0.0020998949474247595,0
TheKingofRandom,DIY and Life Hacks,12400000,United States,32700.0,1000,North America,0.0029661906284878825,0
Vendyyaduwanshi,Unknown,12400000,India,353000.0,44100,Asia,0.016572170694933067,0
ArynewsTvofficial,News and Politics,12400000,Pakistan,3600.0,75,Asia,0.002157303585298514,0
MakeJokeOf,"Movies, Animation",12400000,India,7400000.0,343000,Asia,0.22315589162516566,4
LOUDgg,Unknown,12400000,Brazil,310800.0,22300,South America,0.012476489631810143,0
ctctv,"Movies, Animation",12400000,Russia,39900.0,940,Europe,0.00312506106038157,0
TalentRecap,"Music and Dance, Movies",12400000,United States,52100.0,544,North America,0.0033522105620426997,0
LittleTreehouseNurseryRhymes,"Toys, Cars and Vehicles",12400000,Unknown,104200.0,373,Unknown,0.004539409897590873,0
scottsreality,Unknown,12400000,United States,9300000.0,199200,North America,0.24679908099393638,4
OliviaRodrigo,Music and Dance,12400000,United States,1600000.0,78000,North America,0.050415027837790206,0
GrandmasterJinBodhi,Animation,12400000,Singapore,26400.0,639,Asia,0.0027681075720094772,0
IceCreamRolls,Unknown,12400000,United States,18000.0,634,North America,0.002572044449085889,0
_gogo2728,Daily Vlogs,12400000,India,86700.0,8200,Asia,0.005250576010547683,0
FilmTheory,"Movies, Animation",12400000,United States,1200000.0,71500,North America,0.04018413082782343,0
HISTORY,Movies,12400000,United States,108200.0,1900,North America,0.004850576010547683,0
NattiNatasha,Music and Dance,12400000,United States,56300.0,3400,North America,0.003857884980647351,0
123GO_,DIY and Life Hacks,12400000,United States,133200.0,549,North America,0.005238971359384892,0
JoojNatu,Unknown,12400000,Brazil,2300000.0,197700,South America,0.08379409760523207,0
belabagunca,"Movies, Animation",12400000,Brazil,114900.0,3900,South America,0.005292104249750341,0
BlackEyedPeas,Music and Dance,12400000,United States,10100.0,498,North America,0.0023688949474247596,0
rathorvideo,Music and Dance,12400000,India,5300.0,55,Asia,0.002193981326162301,0
InsideEdition,News and Politics,12400000,United States,65800.0,1700,North America,0.0038359580703483474,0
Panda.,"Animation, Video Games",12400000,India,839300.0,70100,Asia,0.03159575873480018,0
