Username,Categories,Subscribers,Country,Visits,Likes,Continent,Cluster
cardib,Music and Dance,19100000,United States,131800.0,11500,North America,4
smilefamilyspanish1463,"Animation, Toys",19000000,Unknown,83800.0,107,Unknown,1
LittleAngelEspanol,Animation,19000000,Unknown,123500.0,339,Unknown,1
BayashiTV_,,19000000,United States,5500000.0,415900,North America,5
deepesh_zo,,18900000,India,713500.0,44600,Asia,2
grammygoldofficial,Music and Dance,18800000,Thailand,12900.0,309,Asia,2
IanLucasOficial,"Movies, Comedy",18800000,Argentina,5600000.0,401700,South America,5
alia,"Animation, Video Games",18800000,United States,336100.0,10200,North America,1
ArianaGrandeVevo,"Music and Dance, Comedy",18700000,United States,0.0,0,North America,4
MrMarmok,"Animation, Video Games",18600000,Russia,3600000.0,328100,Europe,5
LikeNastya_Vlog,Daily Vlogs,18600000,Unknown,484100.0,1800,Unknown,1
elcanaldePlimPlim,Music and Dance,18600000,Unknown,665100.0,0,Unknown,4
MileyCyrus,,18600000,United States,449000.0,32100,North America,4
andtvchannel,,18600000,India,2100.0,68,Asia,2
Blippi,"Education, Toys",18600000,Unknown,722900.0,3800,Unknown,1
rsiammusic,Music and Dance,18600000,Thailand,6200.0,137,Asia,2
DanielSaboya,Music and Dance,18600000,Brazil,12600.0,544,South America,2
PandaShorts,,18500000,India,1500000.0,120300,Asia,2
news18India,News and Politics,18500000,India,5400.0,114,Asia,2
NaisaAlifiaYurizaNAY,"Music and Dance, Movies",18400000,Indonesia,160900.0,7800,Asia,2
thewillyrex,,18400000,Spain,55600.0,4800,Europe,4
MSA.official,"Animation, Comedy",18400000,United States,4300000.0,96800,North America,1
GoodMythicalMorning,Food and Drink,18400000,United States,447300.0,20200,North America,1
SonyMusicSouthVEVO,Music and Dance,18400000,Unknown,1300.0,7,Unknown,4
Squeezie,,18400000,France,722400.0,61700,Europe,2
DannyFitt,Movies,18300000,Mexico,340000.0,14200,North America,2
korayzeynep,Daily Vlogs,18200000,Turkey,198800.0,5800,Asia,1
GENHALILINTAR,"Music and Dance, Comedy",18200000,Indonesia,89200.0,2800,Asia,2
INCRIVEL_PT,Science and Technology,18200000,Unknown,8900.0,415,Unknown,4
Apple,"Music and Dance, Animation",18200000,Unknown,3000000.0,18300,Unknown,4
LuisFonsiVEVO,Music and Dance,18200000,Peru,2000000.0,33100,South America,4
manualdomundo,Science and Technology,18200000,Brazil,311200.0,35500,South America,2
KatieAngelTV_,Music and Dance,18200000,Mexico,0.0,0,North America,2
LikeNastya_VNM,Movies,18200000,Unknown,410200.0,0,Unknown,4
SebastianYatra,Music and Dance,18200000,Colombia,26300.0,2000,South America,2
TaarakMehtaKaOoltahChashmah,,18200000,India,117000.0,1800,Asia,2
Aphmau,"Animation, Video Games",18000000,United States,2000000.0,37800,North America,1
TheGrefg,"Movies, Video Games",18000000,Spain,145900.0,10400,Europe,4
RobleisIUTU,"Movies, Animation",18000000,Argentina,267500.0,18500,South America,2
lescopaque,,18000000,Indonesia,67500.0,1600,Asia,2
tanboykun,Music and Dance,18000000,Indonesia,1400000.0,25400,Asia,2
BispoBrunoLeonardo,Music and Dance,18000000,Brazil,762100.0,276400,South America,2
News24thinkfirst,News and Politics,18000000,India,4400.0,93,Asia,2
ZuniandFamilyofficial,Daily Vlogs,18000000,Unknown,58300.0,177,Unknown,1
YounesZarou,,18000000,India,212600.0,8300,Asia,2
FunForKidsTVHindiRhymes,,18000000,Unknown,89900.0,323,Unknown,4
demilovato,Music and Dance,18000000,United States,34300.0,5200,North America,4
AMARINTVHD,News and Politics,18000000,Thailand,9000.0,137,Asia,2
GameTheory,Movies,18000000,United States,2600000.0,120000,North America,4
Jane_asmr,Daily Vlogs,17800000,Indonesia,131600.0,2600,Asia,2
portadosfundos,"Movies, Animation",17800000,Brazil,390100.0,26200,South America,2
zbingz,,17800000,Thailand,458300.0,11300,Asia,2
mgcplayhouse,"Toys, Cars and Vehicles",17800000,Unknown,56300.0,96,Unknown,4
pawansahu777,,17800000,India,1700000.0,129400,Asia,2
thexoteam,,17800000,United States,797600.0,50400,North America,4
thexoteam,,17900000,United States,772800.0,45000,North America,4
mgcplayhouse,"Toys, Cars and Vehicles",17800000,Unknown,63600.0,75,Unknown,4
lilpumpeskii,Music and Dance,17700000,United States,139500.0,5300,North America,4
NarendraModi,News and Politics,17700000,India,39500.0,2700,Asia,2
FactTechz,,17700000,India,321900.0,19900,Asia,2
IGN,,17700000,United States,36300.0,817,North America,4
salmannomanofficial,,17700000,India,729900.0,47600,Asia,2
jasonvlogslife,"Animation, Toys",17600000,Unknown,368500.0,896,Unknown,1
PrimeVideoIN,"Movies, Animation",17600000,India,18400.0,535,Asia,2
JFlaMusic,Music and Dance,17600000,United States,59800.0,3100,North America,4
musicalrmastv1,Music and Dance,17600000,Iraq,103600.0,4500,Asia,2
mkbhd,Science and Technology,17600000,United States,1400000.0,81100,North America,4
RepublicTVBharat,News and Politics,17600000,India,7100.0,0,Asia,2
zappytoons,Education,17500000,Unknown,110400.0,625,Unknown,1
ElReinoAJugar,"Education, Toys",17500000,Unknown,216600.0,570,Unknown,1
HowToBasic,Food and Drink,17400000,United States,1800000.0,63500,North America,1
stubbornfacts,News and Politics,17400000,India,20700.0,1000,Asia,2
TheBrianMaps,"Video Games, Comedy",17400000,Russia,5100000.0,390700,Europe,5
anitta,Music and Dance,17400000,Brazil,67700.0,5600,South America,2
jordanmatter,"Music and Dance, Comedy",17400000,United States,7900000.0,98500,North America,5
TRANSTVofficial,"Music and Dance, Movies",17300000,Indonesia,1000.0,17,Asia,2
JohnyFamilyShow,"Music and Dance, Toys",17300000,Unknown,52500.0,129,Unknown,4
popchartbusters,Music and Dance,17200000,India,14500.0,350,Asia,2
Willyrex,"Movies, Animation",17200000,Mexico,133400.0,10000,North America,2
Queen,"Music and Dance, Movies",17200000,United States,122500.0,8600,North America,4
issei0806,,17200000,India,3700000.0,175000,Asia,2
Filaretiki,,17200000,India,336500.0,10400,Asia,2
AayuandPihuShow,"Movies, Comedy",17000000,India,2600000.0,44300,Asia,2
SriBalajiMovies,Movies,17000000,India,9800.0,281,Asia,2
PrajapatiNews,,17000000,India,13200.0,731,Asia,2
LikeNastya_IDN,"Music and Dance, Movies",17000000,Unknown,241500.0,0,Unknown,4
VICE,News and Politics,17000000,United States,45600.0,884,North America,4
GatoGalactico,Animation,17000000,Brazil,71900.0,1500,South America,1
LahariMusicIndia,Music and Dance,17000000,India,14000.0,523,Asia,2
nomanofficial786,,17000000,India,2800000.0,245000,Asia,2
BBCHindi,News and Politics,17000000,India,84900.0,0,Asia,2
GuavaJuice,,17000000,United States,172400.0,10400,North America,4
withkids2063,"Animation, Toys",16900000,United States,28200.0,0,North America,1
BeastPhilanthropy,Food and Drink,16900000,United States,21500000.0,952100,North America,5
BollywoodClassics,Music and Dance,16900000,India,40100.0,191,Asia,2
DesiMelodies,Music and Dance,16800000,India,2400000.0,9500,Asia,2
IvanaAlawi,"Movies, Comedy",16800000,Philippines,3200000.0,109400,Asia,2
NMFNews,News and Politics,16800000,India,4000.0,86,Asia,2
DeToxoMoroxo-Oficial,"Movies, Animation",16800000,Mexico,352900.0,15600,North America,2
ufc,Sports,16800000,United States,86700.0,1700,North America,4
gmmtv,"Music and Dance, Movies",16800000,Thailand,34000.0,951,Asia,2
SagarKalraShorts,Daily Vlogs,16800000,India,864100.0,8000,Asia,2
disneyjunior,,16800000,Unknown,116400.0,342,Unknown,4
TuCOSMOPOLIS,News and Politics,16800000,Mexico,37900.0,2400,North America,2
Chapitosiki,,16800000,Russia,272800.0,6500,Europe,2
thairathonline,News and Politics,16700000,Thailand,9100.0,137,Asia,2
viralhog,Toys,16700000,United States,39500.0,1300,North America,4
failarmy,"Animation, Comedy",16700000,United States,2200000.0,20700,North America,1
IDEASEN5MINUTOSoficial,Movies,16700000,Mexico,116500.0,246,North America,2
FunFunMiniWorld,,16700000,United States,29500.0,755,North America,4
ch7hd,,16600000,Thailand,2500.0,66,Asia,2
DailyDoseOfInternet,Animals and Pets,16600000,United States,4000000.0,193200,North America,1
KaykaiSalaiderChannel,"Movies, Comedy",16600000,Thailand,813000.0,32500,Asia,2
LEGO,Animation,16600000,United States,28000.0,304,North America,1
RCTILAYARDRAMAINDONESIA,"Music and Dance, Movies",16600000,Indonesia,10200.0,174,Asia,2
tarik_alhalapi,,16500000,Turkey,2300000.0,59000,Asia,2
SandraCiresArt,,16500000,Colombia,0.0,0,South America,2
Pitbull,Music and Dance,16500000,United States,9800.0,859,North America,4
boyceavenue,Music and Dance,16500000,Brazil,17200.0,1400,South America,2
LaRosaDeGuadalupeOf,,16500000,Mexico,58500.0,1200,North America,2
samsmith,,16500000,United States,28500.0,1900,North America,4
Lyna,"Movies, Animation",16400000,Argentina,327300.0,9600,South America,2
Mrwhosetheboss,,16400000,United States,3400000.0,167900,North America,4
Infobellsbengalirhymes,Education,16400000,Unknown,746400.0,20500,Unknown,1
GLENTYOUTUBE,Video Games,16400000,Russia,1800000.0,100900,Europe,2
T3ddy,Daily Vlogs,16400000,Brazil,413500.0,42600,South America,1
FitDanceTV,"Music and Dance, Animation",16400000,Unknown,29100.0,844,Unknown,4
jjolatunji,,16400000,United States,2800000.0,145700,North America,4
mattstonie,Food and Drink,16400000,United States,1800000.0,54600,North America,1
TWICE,"Music and Dance, Movies",16400000,Philippines,350600.0,51700,Asia,2
rubentuestaoficial,,16400000,Argentina,2500000.0,291400,South America,2
Unspeakable,"Video Games, Comedy",16400000,United States,1900000.0,40000,North America,4
vladandnikiarab,Animation,16300000,Unknown,126100.0,613,Unknown,1
ADME_RU,Animation,16300000,Russia,17200.0,472,Europe,1
DearSir,Education,16300000,India,266300.0,22500,Asia,2
JoseComelonEspanol,Food and Drink,16300000,Unknown,484600.0,1900,Unknown,4
NasyaOfficial,,16200000,Indonesia,853900.0,15100,Asia,2
antrax,Animation,16200000,Mexico,623600.0,39500,North America,1
kidsplay,"Movies, Toys",16200000,Unknown,28300.0,132,Unknown,4
DylandPROS,"Movies, Animation",16200000,Indonesia,21500.0,996,Asia,2
TV9Bharatvarsh,News and Politics,16200000,India,4100.0,97,Asia,2
mkmusic,Music and Dance,16100000,Brazil,29200.0,1700,South America,2
MoreAliA,"Animation, Video Games",16100000,United States,645200.0,11900,North America,1
MYFAMILYComedy,,16100000,India,2600000.0,5400,Asia,2
camilo,Music and Dance,16000000,Colombia,560000.0,17000,South America,2
Arifmuhammadd,"Music and Dance, Movies",16000000,Indonesia,3300000.0,62400,Asia,2
SonyLIV,,16000000,India,9300.0,105,Asia,2
wifistudy,Education,16000000,India,3900.0,184,Asia,2
katakit_baby,Music and Dance,16000000,Saudi Arabia,174500.0,1200,Asia,2
MazhavilManorama,,16000000,India,13300.0,299,Asia,2
JulianaBaltar,"Movies, Comedy",16000000,Brazil,207800.0,9400,South America,2
KarlaBustillos,,16000000,Mexico,5400000.0,362000,North America,5
kuplinovplay,Video Games,16000000,Russia,1900000.0,124700,Europe,2
VolgaVideo,,16000000,India,3500.0,22,Asia,2
DopeLyrics,Music and Dance,16000000,United States,24200.0,242,North America,4
hamaarbhojpuri,Music and Dance,16000000,India,32200.0,1200,Asia,2
yudistardhana,Movies,16000000,Indonesia,492000.0,18300,Asia,2
MashaBearARAB,,15900000,Unknown,226000.0,4300,Unknown,4
ChetanMongaVlogs,Daily Vlogs,15900000,India,1400000.0,95100,Asia,2
TeamFilmsBhojpuri,Music and Dance,15900000,India,11600.0,241,Asia,2
KashviAdlakha,,15900000,India,97900.0,2800,Asia,2
BlippiEspanol,,15900000,Unknown,245100.0,628,Unknown,4
pinkshirtcouple,,15800000,United States,3200000.0,123400,North America,4
ColorsRishtey1,,15800000,India,3600.0,29,Asia,2
RottenTomatoesTRAILERS,"Movies, Animation",15800000,United States,34600.0,510,North America,4
FCBarcelona,Sports,15800000,United States,164500.0,12100,North America,4
5MCArabic,Movies,15800000,Egypt,32500.0,169,Africa,2
5MinuteCraftsFAMILY,,15800000,India,5200.0,71,Asia,2
TheMriDul,,15700000,India,7400000.0,349500,Asia,5
TalkingFriends,"Animation, Comedy",15700000,United States,17800.0,125,North America,1
SonyMusicSouth,"Music and Dance, Movies",15600000,India,256100.0,3000,Asia,2
zutigang,Daily Vlogs,15600000,United States,124400.0,4900,North America,1
HenriqueeJuliano,Music and Dance,15600000,Brazil,2000000.0,19100,South America,2
FFUNTV,,15600000,United States,0.0,0,North America,4
CNN,"Music and Dance, Animation",15600000,United States,152800.0,2300,North America,4
MobileLegends5v5MOBA,"Animation, Video Games",15600000,Indonesia,80900.0,695,Asia,2
Zayn,Music and Dance,15600000,United States,145200.0,20500,North America,4
genierock,Music and Dance,15600000,Thailand,66700.0,742,Asia,2
TheHarshBeniwal,"Movies, Comedy",15600000,India,0.0,0,Asia,2
joerogan,Daily Vlogs,15600000,United States,1200000.0,20700,North America,1
SRKMUSIC,Music and Dance,15600000,India,13000.0,318,Asia,2
EliKids,Music and Dance,15600000,Unknown,173500.0,2300,Unknown,4
Senya_Super,"Animation, Toys",15500000,Unknown,15800.0,117,Unknown,1
ShriPrashant,Education,15500000,India,71800.0,6300,Asia,2
A2Motivation,Education,15500000,India,715000.0,103500,Asia,2
LOKESHGAMER,,15400000,India,240400.0,27400,Asia,2
Kerajinan5-Menit,Music and Dance,15400000,Indonesia,11500.0,70,Asia,2
romanatwoodvlogs,"Movies, Comedy",15400000,United States,2500000.0,106700,North America,4
LinusTechTips,Science and Technology,15400000,United States,1100000.0,54800,North America,4
DaveAndAva,Music and Dance,15400000,Unknown,164100.0,559,Unknown,4
kompastv,News and Politics,15400000,Indonesia,4400.0,34,Asia,2
_vector_,,15400000,United States,15400000.0,712400,North America,5
THE_BROWN_SIBLINGS,,15400000,India,234500.0,15600,Asia,2
Jesser,"Video Games, Comedy",15400000,United States,1300000.0,50600,North America,4
RayWilliamJohnson,"Animation, Comedy",15400000,United States,2600000.0,237600,North America,1
GoAmiGo,Daily Vlogs,15400000,Colombia,7900000.0,455300,South America,5
nianaguerrero,Music and Dance,15400000,Philippines,504800.0,12100,Asia,2
abscbnnews,News and Politics,15400000,Philippines,3800.0,39,Asia,2
ndtvindia,News and Politics,15400000,India,3300.0,38,Asia,2
MNCTVOfficialId,"Music and Dance, Movies",15300000,Indonesia,1200.0,34,Asia,2
OyuncakAvi-oyku,,15300000,Unknown,25400.0,0,Unknown,4
studyiqofficial,Education,15200000,India,16400.0,883,Asia,2
ranzkyle,,15200000,Philippines,399900.0,19100,Asia,2
MohamedRamadan,"Music and Dance, Movies",15200000,Egypt,272900.0,6400,Africa,2
HongyuASMR,ASMR,15200000,United States,368500.0,4100,North America,1
DaftarPopuler,Science and Technology,15200000,Indonesia,56400.0,749,Asia,2
EdisonPts,Video Games,15200000,Russia,1600000.0,108100,Europe,2
SupercarBlondie,Animation,15200000,United States,745100.0,23100,North America,1
PlayStation,,15200000,United States,33100.0,995,North America,4
Thaich8,,15200000,Thailand,9000.0,135,Asia,2
kwebbelkop,"Animation, Video Games",15200000,United States,60800.0,602,North America,1
mariale,,15200000,Mexico,17700.0,1200,North America,2
PPMussas,Fashion,15200000,Mexico,230400.0,10400,North America,1
Makiman131,"Movies, Animation",15200000,Spain,238400.0,11000,Europe,4
LittleAngelBrasil,Animation,15100000,Unknown,206800.0,453,Unknown,1
zncoficial,,15100000,Brazil,20400.0,1800,South America,2
indorephysicalacademy.,,15100000,India,54800.0,3900,Asia,2
NetflixJr,"Animation, Comedy",15100000,Unknown,104200.0,197,Unknown,1
TazerCraft,"Movies, Animation",15000000,Brazil,182000.0,12700,South America,2
PeetMontzingo,,15000000,United States,1700000.0,0,North America,4
XpressTV,Science and Technology,15000000,Mexico,1100000.0,33400,North America,2
ABCNews,News and Politics,15000000,United States,10900.0,115,North America,4
Therichest,News and Politics,15000000,United States,8500.0,246,North America,4
leagueoflegends,"Movies, Animation",15000000,United States,909100.0,45300,North America,4
RS1313Shorts,,15000000,India,5000.0,49,Asia,2
mispastelitos,Food and Drink,15000000,Mexico,1700000.0,89700,North America,2
crashcourse,Science and Technology,15000000,United States,28900.0,1200,North America,4
5MinuteCraftsRecycle,,15000000,India,6300.0,70,Asia,2
itowngameplay,"Animation, Video Games",15000000,Mexico,47100.0,2600,North America,1
TroomTroomRu,"Video Games, Toys",15000000,Unknown,96000.0,2000,Unknown,4
jorgeemateus,Music and Dance,14900000,Brazil,72600.0,2400,South America,2
cure0721,,14900000,Indonesia,3300000.0,245100,Asia,2
iamneetubisht,,14900000,India,3500000.0,200400,Asia,2
SusyMouriz,,14900000,Mexico,4900000.0,364000,North America,5
MattyBRaps,Music and Dance,14900000,United States,267900.0,949,North America,4
OReinoInfantil,Music and Dance,14900000,Unknown,88300.0,262,Unknown,4
AadishaktiFilms,Music and Dance,14900000,Unknown,12500.0,336,Unknown,4
GyanGaming,"Video Games, Comedy",14800000,India,264800.0,22700,Asia,2
fueledbyramen,Music and Dance,14800000,United States,88400.0,696,North America,4
camilaloures,"Movies, Comedy",14800000,Brazil,271900.0,16700,South America,2
sevengersofficial,,14800000,India,3200000.0,342100,Asia,5
MeghanTrainor,"Movies, Comedy",14800000,United States,17600.0,662,North America,4
theslowmoguys,,14800000,United States,1100000.0,66200,North America,4
majorlazer,"Music and Dance, Movies",14800000,United States,25700.0,722,North America,4
lachlan,"Animation, Video Games",14800000,United States,500700.0,19500,North America,1
MalumaVEVO,Music and Dance,14800000,Mexico,226400.0,8500,North America,2
chadwildclay,"Movies, Comedy",14800000,United States,864700.0,17500,North America,4
auron,"Movies, Animation",14800000,Mexico,1100000.0,48800,North America,2
E_MasterSensei,"Movies, Video Games",14800000,Mexico,519800.0,32200,North America,2
MartinGarrix,Music and Dance,14800000,United States,40700.0,4000,North America,4
facts806,,14800000,Egypt,12500.0,744,Africa,2
collegehumor,"Movies, Comedy",14800000,United States,212000.0,10100,North America,4
BBCNews,News and Politics,14800000,United States,66300.0,913,North America,4
DocTops,Animation,14800000,Mexico,1300000.0,45200,North America,1
PrestonPlayz,"Animation, Video Games",14800000,United States,787300.0,11900,North America,1
vladandnikiport,,14700000,Unknown,511300.0,0,Unknown,4
TheVishalbhatt,,14700000,India,446900.0,27600,Asia,2
nostalgia,Science and Technology,14700000,Unknown,53900.0,6400,Unknown,4
DentalDigest,,14700000,United States,6400000.0,209400,North America,5
zeebangla,,14700000,India,1300.0,17,Asia,2
cokestudio,"Music and Dance, Movies",14700000,Pakistan,1800000.0,1400,Asia,2
LikeNastya_Stories,"Animation, Toys",14700000,Unknown,77600.0,345,Unknown,1
user-ts8yv9np7m,"Movies, Comedy",14700000,Unknown,38000.0,159,Unknown,4
infobellskannadarhymes,Education,14700000,Unknown,348300.0,8100,Unknown,1
ZEE5,,14700000,India,255.5,8,Asia,2
rebeccazamolo,"Video Games, Comedy",14600000,United States,2900000.0,30400,North America,4
ZigandSharko,,14600000,Unknown,136900.0,935,Unknown,4
VijayKumarVinerVlogs,,14600000,India,110600.0,3100,Asia,2
GMM25Thailand,,14600000,Thailand,2900.0,34,Asia,2
Telemundo,,14600000,Argentina,2800.0,53,South America,2
TheDodo,Animals and Pets,14600000,United States,462900.0,12300,North America,1
NatanporAi,,14600000,Brazil,1500000.0,28300,South America,2
IDEIASINCRIVEIS,,14600000,Brazil,11000.0,120,South America,2
boramtubetoysreview9575,"Movies, Toys",14600000,Unknown,9500.0,77,Unknown,4
legendaefunk,"Music and Dance, Animation",14600000,Brazil,3700.0,154,South America,2
woodyandkleiny,"Video Games, Comedy",14600000,United States,524900.0,35100,North America,4
NobruTV,"Movies, Animation",14600000,Brazil,367300.0,31300,South America,2
reactiontime,"Animation, Comedy",14600000,United States,12600.0,681,North America,1
TommyInnit,"Video Games, Comedy",14600000,United States,1400000.0,99000,North America,4
LillySingh,"Animation, Comedy",14600000,United States,54700.0,3600,North America,1
lesboystv,,14500000,France,28700.0,0,Europe,2
GH.S,,14500000,United States,5100000.0,194600,North America,5
IanBoggs,"Movies, Comedy",14500000,United States,2500000.0,175300,North America,4
Drawblogs,"Movies, Animation",14400000,Mexico,9300.0,446,North America,2
RosannaPansino,DIY and Life Hacks,14400000,United States,48500.0,3300,North America,1
LuliPampin,"Music and Dance, Animation",14400000,Unknown,1200000.0,2500,Unknown,4
CrescendocomLuluca,Animation,14400000,Brazil,768300.0,31200,South America,1
AlexaRivera,"Animation, Comedy",14400000,United States,3500000.0,87700,North America,1
dangmattsmith,"Animation, Comedy",14400000,Unknown,58000.0,3000,Unknown,1
WishFM1075official,Music and Dance,14400000,Philippines,49400.0,711,Asia,2
BobonSantoso,"Music and Dance, Movies",14400000,Indonesia,242200.0,7100,Asia,2
nikkietutorials,"Design/Art, Belleza",14400000,United States,2700000.0,152400,North America,1
Compot,Video Games,14400000,Russia,1000000.0,40600,Europe,2
vladandnikirus,Toys,14300000,Unknown,832100.0,2700,Unknown,4
JamunaTVbd,News and Politics,14300000,Bangladesh,3800.0,70,Asia,2
zeetvtelugu,,14300000,India,2700.0,78,Asia,2
seungbini67,,14300000,United States,9200000.0,325200,North America,5
boxtoxtv,,14300000,India,1700000.0,53500,Asia,2
ETVJabardasth,Comedy,14300000,India,70800.0,1700,Asia,2
Jazzghost,"Animation, Video Games",14200000,Brazil,1400000.0,61500,South America,1
BieTheSka,,14200000,Thailand,316600.0,8900,Asia,2
airrack,"Video Games, Comedy",14200000,United States,4400000.0,192700,North America,4
inventonahora,"Movies, Comedy",14200000,Brazil,466900.0,47500,South America,2
TheSocialFactory,,14200000,India,0.0,0,Asia,2
nehakakkar,Music and Dance,14200000,India,320100.0,25600,Asia,2
SuperPolina,,14200000,Russia,1800.0,10,Europe,2
ComePlayWithMe,"Movies, Toys",14200000,Unknown,1500000.0,0,Unknown,4
veritasium,Science and Technology,14200000,United States,2800000.0,110800,North America,4
SanjoyDasOfficial,,14200000,India,326200.0,34800,Asia,2
karameeshchannel,Music and Dance,14200000,Jordan,267600.0,1900,Asia,2
AM3NlC,Cars and Vehicles,14200000,Brazil,329100.0,25200,South America,1
huba3,,14200000,United States,1100000.0,27400,North America,4
DEVKeFacts,,14200000,India,1200000.0,45600,Asia,2
ATRO55,,14200000,Iraq,523100.0,51200,Asia,2
Narobeauty,,14200000,Iraq,2400000.0,124700,Asia,2
trapcity,Music and Dance,14200000,United States,17500.0,734,North America,4
refugiomental6032,Movies,14200000,Argentina,76600.0,1200,South America,2
vilmei,,14200000,Indonesia,162100.0,0,Asia,2
TVAnaEmilia,,14200000,Mexico,85800.0,4100,North America,2
thinkmusicofficial,Music and Dance,14200000,India,41900.0,1000,Asia,2
tseriesregional,Music and Dance,14200000,India,6900.0,59,Asia,2
MasterskayaNastroeny,"Movies, Video Games",14100000,Russia,125600.0,2700,Europe,2
theHacksmith,Video Games,14100000,United States,174900.0,10200,North America,4
StrayKids,"Music and Dance, Movies",14100000,United States,839600.0,146500,North America,4
kidstvindia,Toys,14100000,Unknown,24100.0,70,Unknown,4
vladynikishow,,14100000,Unknown,312400.0,1100,Unknown,4
RaptorGamer,"Animation, Video Games",14000000,Mexico,257400.0,19900,North America,1
geonews,,14000000,Pakistan,3900.0,47,Asia,2
OQueNaoDizerOficial,"Movies, Animation",14000000,Brazil,61400.0,7300,South America,2
atlanticrecords,,14000000,United States,6300.0,315,North America,4
Acenix,"Animation, Video Games",14000000,Mexico,741100.0,23400,North America,1
Infobellsrhymes,"Toys, Cars and Vehicles",14000000,Unknown,105600.0,3300,Unknown,4
GoldminesPremiere,,14000000,Unknown,8900.0,168,Unknown,4
DesiGamers_,,14000000,India,971100.0,99700,Asia,2
juliagisella,,14000000,United States,524700.0,53100,North America,4
albert_cancook,,14000000,United States,6700000.0,459100,North America,5
bibotoysrus,"Animation, Toys",13900000,Unknown,106400.0,0,Unknown,1
adeletsami3286,"Animation, Comedy, Toys",13900000,France,8000.0,37,Europe,1
123GOSpanish,Animation,13900000,Mexico,60400.0,547,North America,1
Mythpat,,13900000,India,11700000.0,1200000,Asia,5
MaviGadgets,,13900000,United States,212800.0,4600,North America,4
wesleysafadao,Music and Dance,13900000,Brazil,162700.0,4600,South America,2
BBC,"Movies, Animation",13800000,United Kingdom,9900.0,226,Europe,4
nishamadhulika,Food and Drink,13800000,India,132400.0,3200,Asia,2
AdamW,"Animation, Comedy",13800000,United States,2900000.0,98200,North America,1
FAPTV,"Animation, Comedy",13800000,United States,75100.0,2300,North America,1
BigTastyAnimations,,13800000,United States,199900.0,12600,North America,4
jbalvinVEVO,"Music and Dance, Movies",13800000,Colombia,0.0,0,South America,2
jomyproductionshorts,,13800000,India,258800.0,8600,Asia,2
jojotvhindi,Music and Dance,13800000,India,19700.0,499,Asia,2
MAIKI021,"Animation, Comedy",13800000,Brazil,6000.0,754,South America,1
penguinz0,Movies,13800000,United States,1700000.0,71600,North America,4
PetsSwag,,13800000,United States,909900.0,30500,North America,4
codiscos,Music and Dance,13800000,Unknown,19500.0,287,Unknown,4
blockbustermovies7960,Daily Vlogs,13800000,India,8700.0,174,Asia,2
ZeinabHarakeVlogs,Comedy,13800000,Philippines,2800000.0,94000,Asia,1
gmanews,News and Politics,13800000,Philippines,3400.0,48,Asia,2
PlayHard,,13800000,Brazil,120000.0,12000,South America,2
TypicalGamer,Video Games,13800000,United States,284700.0,7400,North America,4
mymissanand,"Movies, Comedy",13700000,India,965100.0,17300,Asia,2
WanasahTV1,"Movies, Animation",13700000,Unknown,856300.0,3500,Unknown,4
ladydiana11,"Music and Dance, Comedy",13700000,Russia,2600000.0,58300,Europe,2
AmaraQueLinda,Daily Vlogs,13600000,Colombia,719100.0,59000,South America,1
BUDI01GAMING,"Movies, Animation",13600000,Indonesia,625000.0,26000,Asia,2
lunomosik,Video Games,13600000,Russia,1400000.0,27500,Europe,2
KidsLineKOYA,"Movies, Comedy",13600000,Unknown,9300.0,40,Unknown,4
TrakinTech,News and Politics,13600000,India,418000.0,22800,Asia,2
Vogue,Fashion,13600000,United States,114800.0,5700,North America,1
MyMateNate,,13600000,Thailand,1300000.0,30700,Asia,2
luismendez1405,,13600000,Mexico,1000000.0,182000,North America,2
awakeningrecords,Music and Dance,13600000,Indonesia,15300.0,675,Asia,2
TwinsFromRussiaRevega,,13600000,United States,65200.0,2000,North America,4
onlinejobRk,,13600000,India,4300.0,99,Asia,2
BanderitaX,"Animation, Video Games",13600000,Saudi Arabia,1200000.0,88200,Asia,1
Anaysa,"Movies, Comedy",13600000,India,94900.0,4900,Asia,2
Painzeiro,Daily Vlogs,13600000,Brazil,351800.0,7500,South America,1
PozziGamer,"Animation, Video Games",13600000,Russia,391900.0,15400,Europe,1
ConorMaynard,Music and Dance,13600000,United States,52200.0,2600,North America,4
Wengie,Food and Drink,13600000,United States,17000.0,1200,North America,4
ryan,Movies,13600000,United States,7000000.0,222800,North America,5
Thegeetagurjar,,13500000,India,3200000.0,70800,Asia,2
sportsnationespn,Sports,13500000,United States,114000.0,3700,North America,4
itsDrRyan,,13500000,United States,1000000.0,39200,North America,4
MCDivertida,"Music and Dance, Movies",13500000,Unknown,288700.0,1400,Unknown,4
TechnologyGyan,,13400000,India,445400.0,29100,Asia,2
MattSDance,"Music and Dance, Movies",13400000,United States,54200.0,2700,North America,4
KabitasKitchen,,13400000,India,111000.0,3900,Asia,2
gags,,13400000,United States,156900.0,1500,North America,4
theworldadventureshindi,Daily Vlogs,13400000,Unknown,6200.0,342,Unknown,1
SonotekBhakti,Music and Dance,13400000,India,4400.0,109,Asia,2
H2ODelirious,"Animation, Video Games",13400000,United States,153900.0,6600,North America,1
athleanx,"Fitness, Health, and Self-Help",13400000,United States,340400.0,13000,North America,1
TheInfographicsShow,Education,13400000,United States,162500.0,5700,North America,1
theRadBrad,"Animation, Video Games",13400000,United States,76600.0,3200,North America,1
